gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avrage_assessment,number_of_assessments_taken,date_registration,date_unregistration,total_click_count,total_click_sum,total_click_average,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,code_module_y_BBB,code_module_y_CCC,code_module_y_DDD,code_module_y_EEE,code_module_y_FFF,code_module_y_GGG
1,-0.9863027023686698,0.7721766671905039,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.06489584322854355,-0.6292008021299894,-0.6817326026156625,3.0708446177076863e-16,-0.07751781646203146,-0.15412669729322206,-0.020643914424987066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,-1.4154472302173828,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.008148540372716498,-0.6292008021299894,0.45481953152010585,3.0708446177076863e-16,0.20023398545016935,0.056743713771997835,-0.003163859430980486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.9863027023686698,0.33465188770892657,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.3911928346495499,-0.6292008021299894,0.21127264563386977,3.0708446177076863e-16,-0.2084902108596546,-0.26492301497155796,-0.09008681479682785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.681794071362671,-0.1028728917726508,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.20676410036811171,-0.6292008021299894,0.028612481219192732,3.0708446177076863e-16,1.227689838052213,0.9022676864693445,0.13867000872992175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.9863027023686698,-0.5403976712542281,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.10534606533893863,-0.6292008021299894,0.04890805504304574,3.0708446177076863e-16,0.728639852502649,0.5698787334343368,0.26891148440827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,0.7721766671905039,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,-1.254538213987033,-0.43164305675994497,-0.8814527292634152,-2.2444917870523438,1.0215833434237347,-0.8610940381167768,-0.7377220480136734,-0.13536427806655418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,0.33465188770892657,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-1.2402921224554833,-0.6292008021299894,-0.5193680120248384,3.0708446177076863e-16,-0.5246304731987449,-0.28994153831827896,1.6227353967197127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.681794071362671,,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.5188742660751621,-0.6292008021299894,-1.2297130958596936,3.0708446177076863e-16,0.6563792211108568,0.3605400686964672,-0.08812418282041785,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,,1.5595630705885342,-0.340223760917696,1.7102035463874121,0,-0.2534814640365025,-1.7439244353009504,-0.8814527292634152,0.3939328100485468,3.0708446177076863e-16,-0.8249637224208808,-0.7683569745606786,-1.4860810754745823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,-0.9779224507358055,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.5025771853297291,-0.6292008021299894,-0.7629148979110745,3.0708446177076863e-16,0.7150909841166879,0.7000771712591094,0.5924088603672817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,-0.9779224507358055,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.1904670196226787,-0.6292008021299894,0.860731007997166,3.0708446177076863e-16,-0.37559292095317376,-0.48038866501882865,-0.6941105952705403,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.681794071362671,,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.1620933681947657,-0.6292008021299894,0.779548712701754,3.0708446177076863e-16,0.13248964352036427,-0.06477482819778992,-0.2506707471081971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.9863027023686698,0.7721766671905039,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,-1.254538213987033,-0.5498666043762521,-0.3769488749965635,-2.0415360488138137,0.502963793072946,-0.04590379022812243,-0.19446268391344573,-0.28459917527896667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.9863027023686698,0.7721766671905039,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.8856214796065629,-0.6292008021299894,-0.7629148979110745,3.0708446177076863e-16,-0.11590627688892101,0.6219581085642459,3.578898409299735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,-1.4154472302173828,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.33233527676224683,-0.6292008021299894,0.15038592416231075,3.0708446177076863e-16,-0.43882097342099186,-0.44771141003535636,-0.20690483383024988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.9863027023686698,1.2097014466720812,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.03441193676915455,-0.6292008021299894,-0.6817326026156625,3.0708446177076863e-16,1.0741359963446548,1.2678444765969412,1.0570385057731093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,-0.9779224507358055,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.34863235750767985,-0.6292008021299894,-0.7629148979110745,3.0708446177076863e-16,0.7760608918535125,0.16498712090474996,-0.711842640540951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.681794071362671,0.33465188770892657,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.24932457750998174,-0.6292008021299894,-0.6208458811441034,3.0708446177076863e-16,-0.2807508422514467,-0.2404150737339537,0.3331125770261147,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.015842458228341,,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.462126963219334,-0.6292008021299894,-0.8035060455587805,3.0708446177076863e-16,1.2525294300931415,1.6114662360325176,1.3396188033416883,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.681794071362671,1.2097014466720812,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,-1.254538213987033,-0.9281819567484335,-1.1337046563968411,1.510189370360462,2.7287060299950805,-0.6601191570583551,-0.5901638184789311,-0.07889335961140342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.9863027023686698,-1.4154472302173828,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-1.3963472053090085,-0.6292008021299894,-0.7629148979110745,3.0708446177076863e-16,-0.4885001575028489,-0.45332781323564064,0.017970088403557724,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.681794071362671,1.2097014466720812,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.6870059196111677,-0.6292008021299894,-0.8238016193826335,3.0708446177076863e-16,-0.21300650032164162,-0.31802355431970053,-0.3410354410429272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.681794071362671,1.6472262261536585,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.5614347432170321,-1.1337046563968411,0.5360018268155179,3.0708446177076863e-16,0.34249710350275997,0.3687093824423353,0.6010144335687383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.9863027023686698,0.33465188770892657,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.3202587060797658,-0.6292008021299894,0.881026581821019,3.0708446177076863e-16,1.272852732672083,0.9865137344736091,0.2231759320066808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.015842458228341,,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.09115923962498161,-0.6292008021299894,0.82013986034946,3.0708446177076863e-16,-0.46591871019291387,-0.4410738426168385,-0.017025453611587964,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.681794071362671,0.33465188770892657,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.020225111055197535,-0.6292008021299894,0.028612481219192732,3.0708446177076863e-16,0.1641036697542733,-0.13421399503766862,-0.5587343342855164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.681794071362671,,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.7579400481809518,-0.6292008021299894,0.028612481219192732,3.0708446177076863e-16,0.1731362486782473,0.13537335857597815,0.32882633358678437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,0.7721766671905039,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.07908266894250057,-0.6292008021299894,0.7592531388779009,3.0708446177076863e-16,-0.2852671317134337,-0.26185952231685744,0.23486034834260364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.681794071362671,-0.9779224507358055,-0.6411854273388095,-0.340223760917696,0.979777152449264,0,0.7475752859140278,-0.8005005253228223,-0.6292008021299894,-0.6005503073202504,3.0708446177076863e-16,-0.7368960779121342,-0.6825791802290637,-0.6506075991895721,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,-0.5403976712542281,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.11953289105289464,-0.6292008021299894,-0.2555255523147493,3.0708446177076863e-16,0.36733669554368853,0.2145135854890752,0.0928578709669994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,-0.5403976712542281,-0.6411854273388095,-0.340223760917696,2.44062994032556,0,0.7475752859140278,-0.24721432247850678,-0.6292008021299894,0.779548712701754,3.0708446177076863e-16,0.006033538584728127,-0.15310553307498856,-0.2593337401367162,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,-0.1028728917726508,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,-1.254538213987033,0.5614347432170321,-0.3769488749965635,-2.589516542057845,1.8643401127437662,0.22507357749109785,0.13639452279421166,0.19352765755148302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.9863027023686698,1.2097014466720812,1.5595630705885342,-0.340223760917696,0.979777152449264,0,0.7475752859140278,-0.40326940533203093,-0.6292008021299894,-0.1134565355477783,3.0708446177076863e-16,-0.6443121439414006,-0.5620818024775095,0.10995270777302814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,1.6472262261536585,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,1.748632035864558,0.8026107803542983,-0.6292008021299894,-0.5396635858486915,3.0708446177076863e-16,0.2973342088828899,0.5673258228887531,1.3271691452303294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.9863027023686698,-1.4154472302173828,-0.6411854273388095,-0.340223760917696,2.44062994032556,0,-1.254538213987033,0.0,0.0,0.82013986034946,-0.40462042004093396,-0.9107732221986339,-0.7903120052526991,-1.0134742838182527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.9863027023686698,1.6472262261536585,1.5595630705885342,-0.340223760917696,-0.481075635427032,1,-1.254538213987033,-1.4145874097983813,-0.12469694786313763,0.7592531388779009,2.058822444125312,-0.5314049073917254,-0.5161294126570015,-0.24387618001807373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,-0.5403976712542281,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.504687440361205,-0.6292008021299894,-2.548925394410139,3.0708446177076863e-16,2.194175782917432,1.9949133999792008,0.5528860237167489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,-0.9779224507358055,-0.6411854273388095,-0.340223760917696,3.9014827282018563,0,0.7475752859140278,-0.03441193676915455,-0.6292008021299894,0.17068149798616378,3.0708446177076863e-16,0.333464524578786,0.10320668570162256,-0.1588362798070842,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,1.6472262261536585,-0.6411854273388095,-0.340223760917696,6.457975106985374,0,-1.254538213987033,-1.7202797257776887,-0.3769488749965635,-0.8238016193826335,1.734685225156069,-0.4230139603040373,-0.44158442472595527,-0.24017430271931384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,-0.1028728917726508,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.036522191800629523,-0.6292008021299894,0.6577752697586359,3.0708446177076863e-16,0.4373391822044871,0.2553601542184156,0.057289464828409846,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.681794071362671,1.2097014466720812,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.30396162533433385,-0.6292008021299894,0.04890805504304574,3.0708446177076863e-16,2.670644321157061,2.054651506745861,0.16596143235118405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.681794071362671,0.33465188770892657,-0.6411854273388095,-0.340223760917696,0.979777152449264,0,0.7475752859140278,-1.3254130767392245,-0.6292008021299894,0.6780708435824889,3.0708446177076863e-16,-0.6510865781343811,-0.5968013858974489,-0.23174675427343497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,-1.4154472302173828,-0.6411854273388095,-0.340223760917696,-0.481075635427032,1,-0.2534814640365025,-1.6375232424462742,-0.6292008021299894,-1.2703042435073997,3.0708446177076863e-16,-0.5539863547016605,-0.5227669800755194,-0.16488933759538893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.9863027023686698,0.33465188770892657,-0.6411854273388095,-0.340223760917696,0.979777152449264,0,-0.2534814640365025,-0.31341950914363786,0.3798069064037141,-0.4584812905532794,3.0708446177076863e-16,0.3447552482337535,0.04959556424436326,-0.3390571633312477,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.9863027023686698,1.2097014466720812,-0.6411854273388095,-0.340223760917696,0.24935075851111602,0,-1.254538213987033,-1.495654985306706,-1.6382085106636928,-1.3920776864505175,0.20043572203498602,-0.8949662090816793,-0.7484442723051252,0.4269080751069633,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,-0.9779224507358055,1.5595630705885342,-0.340223760917696,-0.481075635427032,1,-1.254538213987033,0.455033550362356,0.12755497927028822,-2.122718344109226,2.361350515163272,1.8848099547713222,1.1187545007348487,-0.2641108688841146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,1.2097014466720812,-0.6411854273388095,-0.340223760917696,1.7102035463874121,0,0.7475752859140278,-1.6375232424462742,-0.6292008021299894,0.5157062529916648,3.0708446177076863e-16,-0.7865752619939912,-0.6897273297566984,-0.23161376051560975,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,,1.5595630705885342,-0.340223760917696,8.284041091830744,0,0.7475752859140278,-0.43164305675994497,-0.6292008021299894,1.083982320059549,3.0708446177076863e-16,-0.04138750076613543,-0.046904454378703477,0.3111053571952536,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,-1.4154472302173828,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,0.47631378893329096,-0.6292008021299894,0.3127505147531348,3.0708446177076863e-16,1.1870432328943301,1.216275683576149,0.7587473204307459,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.9863027023686698,0.7721766671905039,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,-1.254538213987033,0.35876580444622014,-0.12469694786313763,0.10979477651460476,3.074452396895606,0.83251451012835,0.5229051793955953,-0.012985470530659397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,1.6472262261536585,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.1762801939087227,-0.6292008021299894,0.3533416624008408,3.0708446177076863e-16,-0.11590627688892101,-0.11021663590918113,0.3029324260133095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,-0.5403976712542281,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,-1.254538213987033,-0.34652210247620385,-0.6292008021299894,0.47511510534395884,1.6050303375683719,0.4757276426313766,0.22523580978052707,-0.10076042228954923,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.34774568449700055,0.7721766671905039,-0.6411854273388095,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.09115923962498161,-0.6292008021299894,0.10979477651460476,3.0708446177076863e-16,-0.4478535523449659,-0.5896532363698143,-1.1874282123626414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.34774568449700055,-0.5403976712542281,1.5595630705885342,-0.340223760917696,-0.481075635427032,0,0.7475752859140278,-0.2614011481924628,-0.6292008021299894,-0.9658706361496046,3.0708446177076863e-16,0.17539439340924082,-0.05660551445192183,-0.32126704770830494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
