code_module_x,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_assessment,number_of_assessments_taken,code_module_y,date_registration,date_unregistration,click_count_dataplus,click_count_dualpane,click_count_externalquiz,click_count_folder,click_count_forumng,click_count_glossary,click_count_homepage,click_count_htmlactivity,click_count_oucollaborate,click_count_oucontent,click_count_ouelluminate,click_count_ouwiki,click_count_page,click_count_questionnaire,click_count_quiz,click_count_repeatactivity,click_count_resource,click_count_sharedsubpage,click_count_subpage,click_count_url,click_sum_dataplus,click_sum_dualpane,click_sum_externalquiz,click_sum_folder,click_sum_forumng,click_sum_glossary,click_sum_homepage,click_sum_htmlactivity,click_sum_oucollaborate,click_sum_oucontent,click_sum_ouelluminate,click_sum_ouwiki,click_sum_page,click_sum_questionnaire,click_sum_quiz,click_sum_repeatactivity,click_sum_resource,click_sum_sharedsubpage,click_sum_subpage,click_sum_url,click_average_dataplus,click_average_dualpane,click_average_externalquiz,click_average_folder,click_average_forumng,click_average_glossary,click_average_homepage,click_average_htmlactivity,click_average_oucollaborate,click_average_oucontent,click_average_ouelluminate,click_average_ouwiki,click_average_page,click_average_questionnaire,click_average_quiz,click_average_repeatactivity,click_average_resource,click_average_sharedsubpage,click_average_subpage,click_average_url,total_click_count,total_click_sum,total_click_average
AAA,2013J,77367,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,70.4,5,AAA,-27,,0,0,0,0,37,0,86,0,0,78,0,0,0,0,0,0,7,0,39,24,0,0,0,0,77,0,248,0,0,252,0,0,0,0,0,0,7,0,68,28,0,0,0,0,2.081081081081081,0,2.883720930232558,0,0,3.230769230769231,0,0,0,0,0,0,1,0,1.7435897435897436,1.1666666666666667,271,680,2.5092250922509227
AAA,2013J,91265,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass,70.8,5,AAA,-31,,2,0,0,0,4,0,123,0,0,255,0,0,0,0,0,0,9,0,79,24,8,0,0,0,5,0,424,0,0,893,0,0,0,0,0,0,9,0,116,39,4,0,0,0,1.25,0,3.4471544715447155,0,0,3.5019607843137255,0,0,0,0,0,0,1,0,1.4683544303797469,1.625,496,1494,3.0120967741935485
AAA,2013J,94961,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,65.33333333333333,6,AAA,-170,72,0,0,0,0,50,0,102,0,0,146,0,0,0,0,0,0,13,0,72,34,0,0,0,0,143,0,298,0,0,556,0,0,0,0,0,0,19,0,173,51,0,0,0,0,2.86,0,2.9215686274509802,0,0,3.808219178082192,0,0,0,0,0,0,1.4615384615384615,0,2.4027777777777777,1.5,417,1240,2.973621103117506
AAA,2013J,98094,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,60.6,5,AAA,-107,,3,0,0,0,18,0,91,0,0,204,0,0,0,0,0,0,17,0,43,10,11,0,0,0,33,0,486,0,0,2069,0,0,0,0,0,0,33,0,189,18,3.6666666666666665,0,0,0,1.8333333333333333,0,5.34065934065934,0,0,10.142156862745098,0,0,0,0,0,0,1.9411764705882353,0,4.395348837209302,1.8,386,2839,7.3549222797927465
AAA,2013J,100893,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,68.4,5,AAA,-62,,2,0,0,0,46,0,52,0,1,77,0,0,0,0,0,0,6,0,41,18,4,0,0,0,255,0,161,0,1,228,0,0,0,0,0,0,6,0,67,22,2,0,0,0,5.543478260869565,0,3.0961538461538463,0,1,2.961038961038961,0,0,0,0,0,0,1,0,1.6341463414634145,1.2222222222222223,243,744,3.0617283950617282
AAA,2013J,101781,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,72.6,5,AAA,-103,,6,0,0,0,226,0,144,0,0,310,0,0,0,0,0,0,18,0,126,83,17,0,0,0,642,0,695,0,0,2298,0,0,0,0,0,0,20,0,269,163,2.8333333333333335,0,0,0,2.84070796460177,0,4.826388888888889,0,0,7.412903225806452,0,0,0,0,0,0,1.1111111111111112,0,2.134920634920635,1.963855421686747,913,4104,4.495071193866375
AAA,2013J,102806,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,78,5,AAA,-107,,1,0,0,0,254,0,174,0,0,274,0,0,0,0,0,0,13,0,64,1,3,0,0,0,414,0,563,0,0,864,0,0,0,0,0,0,16,0,83,1,3,0,0,0,1.6299212598425197,0,3.235632183908046,0,0,3.153284671532847,0,0,0,0,0,0,1.2307692307692308,0,1.296875,1,781,1944,2.4891165172855314
AAA,2013J,102952,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,76.6,5,AAA,-100,,1,0,0,0,65,0,58,0,0,119,0,0,0,0,0,0,16,0,42,12,5,0,0,0,217,0,172,0,0,607,0,0,0,0,0,0,22,0,102,25,5,0,0,0,3.3384615384615386,0,2.9655172413793105,0,0,5.100840336134453,0,0,0,0,0,0,1.375,0,2.4285714285714284,2.0833333333333335,313,1150,3.6741214057507987
AAA,2013J,104476,M,Ireland,Post Graduate Qualification,,35-55,0,60,N,Pass,79.6,5,AAA,-109,,4,0,0,0,112,0,159,0,4,470,0,0,0,0,0,0,46,0,129,68,10,0,0,0,353,0,813,0,5,3122,0,0,0,0,0,0,49,0,286,139,2.5,0,0,0,3.1517857142857144,0,5.113207547169812,0,1.25,6.642553191489362,0,0,0,0,0,0,1.065217391304348,0,2.2170542635658914,2.0441176470588234,992,4777,4.815524193548387
AAA,2013J,106247,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,60,3,AAA,5,175,0,0,0,0,18,0,30,0,1,52,0,0,0,0,0,0,9,0,32,3,0,0,0,0,59,0,117,0,1,230,0,0,0,0,0,0,16,0,39,3,0,0,0,0,3.2777777777777777,0,3.9,0,1,4.423076923076923,0,0,0,0,0,0,1.7777777777777777,0,1.21875,1,145,465,3.206896551724138
AAA,2013J,106577,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,53.4,5,AAA,-107,,0,0,0,0,44,0,47,0,0,84,0,0,0,0,0,0,12,0,34,0,0,0,0,0,91,0,183,0,0,389,0,0,0,0,0,0,15,0,55,0,0,0,0,0,2.0681818181818183,0,3.893617021276596,0,0,4.630952380952381,0,0,0,0,0,0,1.25,0,1.6176470588235294,0,221,733,3.316742081447964
AAA,2013J,110175,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,63.4,5,AAA,-110,,0,0,0,0,15,0,68,0,0,106,0,0,0,0,0,0,38,0,84,32,0,0,0,0,30,0,212,0,0,499,0,0,0,0,0,0,52,0,152,53,0,0,0,0,2,0,3.1176470588235294,0,0,4.7075471698113205,0,0,0,0,0,0,1.368421052631579,0,1.8095238095238095,1.65625,343,998,2.9096209912536444
AAA,2013J,111717,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,81,3,AAA,-43,,4,0,0,0,82,1,136,0,1,256,0,0,0,0,0,0,15,0,62,32,14,0,0,0,259,1,489,0,2,1341,0,0,0,0,0,0,18,0,160,59,3.5,0,0,0,3.158536585365854,1,3.5955882352941178,0,2,5.23828125,0,0,0,0,0,0,1.2,0,2.5806451612903225,1.84375,589,2343,3.9779286926994906
AAA,2013J,113295,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,77.6,5,AAA,-26,,5,0,0,0,277,0,195,0,3,326,0,0,0,0,0,0,24,0,113,58,16,0,0,0,802,0,979,0,4,1383,0,0,0,0,0,0,32,0,221,116,3.2,0,0,0,2.895306859205776,0,5.02051282051282,0,1.3333333333333333,4.242331288343558,0,0,0,0,0,0,1.3333333333333333,0,1.9557522123893805,2,1001,3553,3.5494505494505493
AAA,2013J,114017,F,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,71.8,5,AAA,-29,,0,0,0,0,4,0,50,0,0,60,0,0,0,0,0,0,26,0,70,21,0,0,0,0,5,0,174,0,0,344,0,0,0,0,0,0,37,0,157,40,0,0,0,0,1.25,0,3.48,0,0,5.733333333333333,0,0,0,0,0,0,1.4230769230769231,0,2.242857142857143,1.9047619047619047,231,757,3.277056277056277
AAA,2013J,114999,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,Pass,72.8,5,AAA,-68,,3,0,0,0,54,0,105,0,2,245,0,0,0,0,0,0,22,0,51,28,10,0,0,0,129,0,241,0,2,852,0,0,0,0,0,0,27,0,65,32,3.3333333333333335,0,0,0,2.388888888888889,0,2.295238095238095,0,1,3.477551020408163,0,0,0,0,0,0,1.2272727272727273,0,1.2745098039215685,1.1428571428571428,510,1358,2.6627450980392156
AAA,2013J,116541,M,Wales,HE Qualification,0-10%,0-35,0,60,N,Pass,62.4,5,AAA,-68,,1,0,0,0,33,0,107,0,0,241,0,0,0,0,0,0,4,0,74,54,3,0,0,0,72,0,420,0,0,1149,0,0,0,0,0,0,4,0,131,107,3,0,0,0,2.1818181818181817,0,3.925233644859813,0,0,4.767634854771784,0,0,0,0,0,0,1,0,1.7702702702702702,1.9814814814814814,514,1886,3.669260700389105
AAA,2013J,116692,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,74.2,5,AAA,-32,,0,0,0,0,6,0,98,0,0,133,0,0,0,0,0,0,5,0,41,28,0,0,0,0,18,0,315,0,0,606,0,0,0,0,0,0,8,0,112,49,0,0,0,0,3,0,3.2142857142857144,0,0,4.556390977443609,0,0,0,0,0,0,1.6,0,2.731707317073171,1.75,311,1108,3.562700964630225
AAA,2013J,118983,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,61.8,5,AAA,-99,,0,0,0,0,7,0,26,0,0,34,0,0,0,0,0,0,14,0,26,4,0,0,0,0,9,0,62,0,0,151,0,0,0,0,0,0,14,0,43,5,0,0,0,0,1.2857142857142858,0,2.3846153846153846,0,0,4.4411764705882355,0,0,0,0,0,0,1,0,1.6538461538461537,1.25,111,284,2.5585585585585586
AAA,2013J,123044,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,71.4,5,AAA,-82,,1,0,0,0,103,0,126,0,1,210,0,0,0,0,0,0,9,0,99,51,3,0,0,0,390,0,486,0,2,857,0,0,0,0,0,0,9,0,199,95,3,0,0,0,3.7864077669902914,0,3.857142857142857,0,2,4.080952380952381,0,0,0,0,0,0,1,0,2.01010101010101,1.8627450980392157,600,2041,3.401666666666667
AAA,2013J,127582,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,69.6,5,AAA,-31,,0,0,0,0,110,0,87,0,0,150,0,0,0,0,0,0,16,0,62,15,0,0,0,0,198,0,324,0,0,666,0,0,0,0,0,0,18,0,90,25,0,0,0,0,1.8,0,3.7241379310344827,0,0,4.44,0,0,0,0,0,0,1.125,0,1.4516129032258065,1.6666666666666667,440,1321,3.0022727272727274
AAA,2013J,129955,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,81,6,AAA,-197,135,7,0,0,0,22,0,156,0,1,297,0,0,0,0,0,0,5,0,36,13,27,0,0,0,33,0,462,0,1,1286,0,0,0,0,0,0,5,0,54,20,3.857142857142857,0,0,0,1.5,0,2.9615384615384617,0,1,4.32996632996633,0,0,0,0,0,0,1,0,1.5,1.5384615384615385,537,1888,3.515828677839851
AAA,2013J,132976,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,67.4,5,AAA,-75,,1,0,0,0,23,0,32,0,1,61,0,0,0,0,0,0,7,0,26,1,6,0,0,0,51,0,95,0,1,308,0,0,0,0,0,0,7,0,50,2,6,0,0,0,2.217391304347826,0,2.96875,0,1,5.049180327868853,0,0,0,0,0,0,1,0,1.9230769230769231,2,152,520,3.4210526315789473
AAA,2013J,134143,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,84.4,5,AAA,-96,,7,0,0,0,13,0,137,0,2,351,0,0,0,0,0,0,20,0,37,2,24,0,0,0,18,0,504,0,4,2078,0,0,0,0,0,0,28,0,72,4,3.4285714285714284,0,0,0,1.3846153846153846,0,3.678832116788321,0,2,5.92022792022792,0,0,0,0,0,0,1.4,0,1.945945945945946,2,569,2732,4.801405975395431
AAA,2013J,135335,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,,,AAA,-29,30,0,0,0,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,29,0,0,40,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2.0714285714285716,0,0,2.5,0,0,0,0,0,0,0,0,1,0,34,73,2.1470588235294117
AAA,2013J,135400,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,Y,Withdrawn,53.142857142857146,7,AAA,-32,144,0,0,0,0,19,0,43,0,0,68,0,0,0,0,0,0,5,0,47,20,0,0,0,0,25,0,106,0,0,376,0,0,0,0,0,0,5,0,70,28,0,0,0,0,1.3157894736842106,0,2.4651162790697674,0,0,5.529411764705882,0,0,0,0,0,0,1,0,1.4893617021276595,1.4,202,610,3.01980198019802
AAA,2013J,137873,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,80.2,5,AAA,-195,,3,0,0,0,813,0,188,0,0,215,0,0,0,0,0,0,23,0,121,46,6,0,0,0,2676,0,1042,0,0,1516,0,0,0,0,0,0,27,0,197,64,2,0,0,0,3.291512915129151,0,5.542553191489362,0,0,7.051162790697674,0,0,0,0,0,0,1.173913043478261,0,1.628099173553719,1.391304347826087,1409,5528,3.923349893541519
AAA,2013J,141355,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,72.6,5,AAA,-61,,2,0,0,0,256,0,88,0,0,154,0,0,0,0,0,0,14,0,51,20,7,0,0,0,894,0,263,0,0,521,0,0,0,0,0,0,19,0,89,30,3.5,0,0,0,3.4921875,0,2.9886363636363638,0,0,3.383116883116883,0,0,0,0,0,0,1.3571428571428572,0,1.7450980392156863,1.5,585,1823,3.1162393162393163
AAA,2013J,141377,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,N,Withdrawn,48.833333333333336,6,AAA,-110,129,1,0,0,0,56,1,38,0,0,107,0,0,0,0,0,0,12,0,34,1,1,0,0,0,185,2,144,0,0,323,0,0,0,0,0,0,17,0,81,3,1,0,0,0,3.3035714285714284,2,3.789473684210526,0,0,3.0186915887850465,0,0,0,0,0,0,1.4166666666666667,0,2.3823529411764706,3,250,756,3.024
AAA,2013J,142326,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,73.6,5,AAA,-37,,4,0,0,0,129,0,95,0,0,252,0,0,0,0,0,0,13,0,91,47,18,0,0,0,379,0,502,0,0,934,0,0,0,0,0,0,14,0,170,104,4.5,0,0,0,2.937984496124031,0,5.28421052631579,0,0,3.7063492063492065,0,0,0,0,0,0,1.0769230769230769,0,1.8681318681318682,2.2127659574468086,631,2121,3.3613312202852614
AAA,2013J,144801,F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,68.8,5,AAA,-67,,2,0,0,0,675,1,200,0,2,433,0,0,0,0,0,0,50,0,160,97,2,0,0,0,2092,1,1057,0,2,2005,0,0,0,0,0,0,53,0,296,137,1,0,0,0,3.0992592592592594,1,5.285,0,1,4.630484988452656,0,0,0,0,0,0,1.06,0,1.85,1.4123711340206186,1620,5645,3.484567901234568
AAA,2013J,145130,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,Pass,54.4,5,AAA,-36,,0,0,0,0,17,0,33,0,0,79,0,0,0,0,0,0,8,0,12,0,0,0,0,0,49,0,94,0,0,270,0,0,0,0,0,0,10,0,29,0,0,0,0,0,2.8823529411764706,0,2.8484848484848486,0,0,3.4177215189873418,0,0,0,0,0,0,1.25,0,2.4166666666666665,0,149,452,3.033557046979866
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,50,5,AAA,-132,,0,0,0,0,38,0,31,0,1,77,0,0,0,0,0,0,12,0,28,5,0,0,0,0,72,0,142,0,2,314,0,0,0,0,0,0,13,0,49,5,0,0,0,0,1.894736842105263,0,4.580645161290323,0,2,4.077922077922078,0,0,0,0,0,0,1.0833333333333333,0,1.75,1,192,597,3.109375
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,68.66666666666667,9,AAA,-92,,1,0,0,0,64,9,153,0,0,260,0,0,0,0,0,0,28,0,71,4,1,0,0,0,209,48,375,0,0,946,0,0,0,0,0,0,34,0,100,5,1,0,0,0,3.265625,5.333333333333333,2.450980392156863,0,0,3.6384615384615384,0,0,0,0,0,0,1.2142857142857142,0,1.408450704225352,1.25,590,1718,2.911864406779661
AAA,2013J,147793,F,North Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,52,1,AAA,-138,58,0,0,0,0,13,0,9,0,0,9,0,0,0,0,0,0,1,0,9,0,0,0,0,0,56,0,35,0,0,45,0,0,0,0,0,0,1,0,18,0,0,0,0,0,4.3076923076923075,0,3.888888888888889,0,0,5,0,0,0,0,0,0,1,0,2,0,41,155,3.7804878048780486
